AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BBBY,BIDU,BIIB,CA,CELG,CERN,CMCSA,COST,CSCO,CSX,CTRP,CTSH,DISCA,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FOX,FOXA,GILD,GOOGL,INTC,JD,KHC,LBTYA,LBTYK,LRCX,MAR,MAT,MCHP,MDLZ,MSFT,MU,MXIM,MYL,NCLH,NFLX,NTAP,NVDA,NXPI,PAYX,PCAR,PYPL,QCOM,QVCA,ROST,SBUX,SIRI,STX,SWKS,SYMC,TMUS,TRIP,TSCO,TSLA,TXN,VIAB,VOD,VRTX,WBA,WDC,WFM,XLNX,YHOO,NDX
35.285,105.1,97.54,63.681,89.125,59.4401,50.28,132.56,26.23,173.52,766.56,40,162.11,44.98,161.78,304.508,34.795,113.94,62.28,67.432,167.39,30.5799,28.13,43.17,57.68,25.06,53.79,96.68,76.47,31.195,76.265,117.15,42.37,123.88,27.17,26.61,80.66,802.83,34.61,21.925,86.06,31.985,31.03,90.66,70.79,32.94,55.67,43.5,56.26,13.625,41.24,46.56,42.41,92.98,26.525,56.53,84.25,59.06,58.3,36.925,61.875,26.64,61.49,57.45,4.345,31.83,66.04,20.645,46.99,70.1,91.39,233.48,69.58,44.69,30.76,97.51,79.3566,46.13,30.56,51.14,38.755,4743.903
35.295,105.115,97.54,63.715,89.16,59.45,50.3,132.74,26.24,173.56,766.6438,40.01,162.29,45,161.8,304.53,34.78,113.92,62.3,67.45,167.41,30.585,28.115,43.23,57.7,25.055,53.82,96.7,76.52,31.2,76.3,117.17,42.375,123.9256,27.17,26.605,80.685,802.4543,34.64,21.93,86.0775,31.995,31.04,90.69,70.78,32.94,55.71,43.51,56.26,13.64,41.24,46.55,42.445,93.08,26.56,56.515,84.31,59.055,58.32,36.95,61.9,26.64,61.52,57.46,4.35,31.82,66.11,20.645,47,70.1,91.39,233.61,69.65,44.7,30.766,97.505,79.36,46.21,30.57,51.15,38.755,4744.521
35.27,105.11,97.54,63.72,89.15,59.41,50.26,132.525,26.23,173.52,767.285,40.01,162.1,44.985,161.7475,304.37,34.76,113.92,62.23,67.45,167.45,30.59,28.1,43.22,57.67,25.03,53.8,96.7,76.4699,31.195,76.29,117.15,42.36,123.92,27.17,26.61,80.67,803.26,34.615,21.92,86.08,32,31.05,90.62,70.76,32.94,55.71,43.515,56.245,13.63,41.23,46.49,42.42,93.01,26.54,56.49,84.25,59.07,58.27,36.94,61.851,26.64,61.51,57.47,4.34,31.875,66.04,20.645,46.98,70.07,91.39,233.59,69.66,44.72,30.775,97.26,79.34,46.21,30.5742,51.13,38.7401,4744.596
35.27,105.11,97.555,63.64,89.11,59.43,50.25,132.54,26.22,173.61,767.79,40,162.01,44.99,161.83,304.5,34.8,114.0079,62.21,67.42,167.485,30.575,28.1,43.27,57.66,25.01,53.8,96.7,76.447,31.2,76.26,117.14,42.36,123.89,27.16,26.595,80.67,803.25,34.605,21.93,86.06,31.995,31.04,90.55,70.75,32.94,55.68,43.51,56.25,13.63,41.195,46.47,42.42,93.13,26.54,56.48,84.24,59.06,58.29,36.94,61.81,26.64,61.5,57.47,4.349,31.905,65.98,20.645,46.99,70.05,91.41,233.51,69.65,44.71,30.785,97.37,79.33,46.195,30.58,51.125,38.75,4744.908
35.25,105.149,97.545,63.68,89.12,59.44,50.27,132.55,26.2175,173.65,768.04,40.02,162.07,44.99,161.94,304.55,34.795,114.048,62.2,67.4138,167.5,30.585,28.1,43.27,57.66,25,53.82,96.77,76.4228,31.195,76.26,117.18,42.35,123.9541,27.155,26.585,80.68,803.653,34.6057,21.92,86.08,32,31.04,90.58,70.74,32.9692,55.69,43.52,56.2489,13.63,41.21,46.47,42.42,93.23,26.54,56.515,84.25,59.07,58.28,36.941,61.865,26.64,61.51,57.51,4.345,31.97,66.03,20.65,46.98,70.055,91.42,233.76,69.645,44.72,30.785,97.45,79.33,46.193,30.56,51.12,38.765,4745.644
35.245,105.14,97.57,63.73,89.14,59.44,50.285,132.5,26.23,173.71,768.115,40.05,162.1,44.99,161.888,304.75,34.8,114.09,62.19,67.44,167.54,30.59,28.11,43.27,57.68,24.99,53.805,96.79,76.48,31.21,76.24,117.2,42.34,124,27.155,26.59,80.68,803.7575,34.605,21.93,86.08,31.96,31,90.61,70.765,32.971,55.685,43.52,56.245,13.65,41.2,46.45,42.42,93.15,26.545,56.51,84.29,59.08,58.28,36.95,61.885,26.64,61.5,57.5283,4.345,31.96,66.02,20.62,46.99,70.09,91.48,234.01,69.63,44.71,30.789,97.45,79.36,46.2299,30.55,51.15,38.8,4746.235
35.26,105.145,97.6,63.75,89.13,59.44,50.28,132.56,26.23,173.73,767.9699,40.0442,162.12,45,161.875,304.63,34.805,114.05,62.15,67.44,167.56,30.59,28.12,43.25,57.66,25.035,53.8,96.83,76.46,31.195,76.23,117.21,42.345,124,27.17,26.61,80.66,804.095,34.605,21.93,86.05,31.94,31.005,90.66,70.785,32.975,55.68,43.51,56.24,13.65,41.205,46.46,42.41,93.1386,26.545,56.5,84.31,59.11,58.3,36.9499,61.87,26.645,61.53,57.511,4.345,31.925,66.035,20.62,46.975,70.1,91.49,234.0618,69.64,44.75,30.78,97.45,79.36,46.23,30.55,51.164,38.79,4746.294
35.29,105.2,97.63,63.74,89.15,59.45,50.3,132.91,26.23,173.85,768.655,40.07,162.12,45.035,162.05,304.74,34.81,114.12,62.17,67.44,167.58,30.585,28.11,43.29,57.6725,25.01,53.81,96.84,76.5,31.195,76.23,117.32,42.355,124.03,27.19,26.62,80.6999,804.021,34.613,21.93,86.08,31.9501,31.02,90.6566,70.785,32.985,55.68,43.53,56.255,13.66,41.205,46.5,42.425,93.16,26.55,56.5,84.3,59.1178,58.35,36.955,61.8599,26.66,61.54,57.5234,4.35,31.93,66.0312,20.61,46.99,70.15,91.5,234.13,69.64,44.75,30.8,97.48,79.37,46.34,30.5831,51.16,38.78,4747.984
35.29,105.21,97.68,63.75,89.12,59.475,50.33,133.14,26.24,173.97,768.86,40.08,162.0997,45.07,162.09,304.89,34.815,114.23,62.18,67.43,167.579,30.6,28.11,43.29,57.7,25.04,53.85,96.91,76.49,31.195,76.25,117.38,42.355,124.0375,27.2,26.64,80.71,804.265,34.605,21.94,86.09,31.985,31.03,90.6585,70.77,32.991,55.7,43.5238,56.29,13.66,41.215,46.55,42.47,93.195,26.56,56.48,84.35,59.11,58.34,36.941,61.855,26.66,61.54,57.52,4.35,31.96,66.05,20.615,46.99,70.21,91.53,234.18,69.64,44.79,30.7966,97.58,79.415,46.315,30.58,51.16,38.78,4748.912
35.301,105.2859,97.68,63.79,89.12,59.48,50.32,133.11,26.235,173.95,768.52,40.07,162.1,45.04,162.1497,304.77,34.82,114.18,62.22,67.41,167.61,30.595,28.11,43.28,57.75,25.025,53.84,96.97,76.47,31.19,76.24,117.41,42.4,124.07,27.195,26.625,80.68,804.35,34.62,21.95,86.075,31.96,31.01,90.66,70.82,32.9905,55.7,43.53,56.296,13.665,41.215,46.53,42.44,93.2,26.551,56.52,84.34,59.09,58.37,36.94,61.85,26.68,61.56,57.5414,4.345,31.975,66.031,20.615,46.98,70.2,91.5501,234.22,69.635,44.79,30.8062,97.55,79.42,46.295,30.625,51.145,38.78,4749.565
35.3,105.275,97.665,63.76,89.13,59.48,50.31,132.97,26.24,174.0057,768.27,40.079,162.115,45.04,162.23,304.54,34.815,114.17,62.2,67.4,167.58,30.595,28.11,43.26,57.76,25.005,53.81,96.955,76.5,31.19,76.27,117.49,42.4,124.1,27.185,26.62,80.6799,803.97,34.6142,21.935,86.045,31.95,31.01,90.65,70.82,32.99,55.69,43.525,56.3,13.67,41.2065,46.54,42.43,93.2003,26.55,56.53,84.34,59.09,58.34,36.925,61.8548,26.68,61.555,57.52,4.345,31.97,66.03,20.61,46.99,70.1905,91.55,233.929,69.64,44.75,30.805,97.605,79.47,46.26,30.61,51.145,38.775,4749.308
35.33,105.31,97.68,63.73,89.13,59.49,50.31,133.04,26.24,174.0225,768.19,40.08,162.09,45.04,162.28,304.52,34.82,114.211,62.19,67.395,167.66,30.6,28.115,43.26,57.77,24.995,53.8,96.96,76.515,31.17,76.26,117.47,42.4,124.1441,27.18,26.615,80.68,803.88,34.615,21.95,86.035,31.95,31.01,90.63,70.84,32.99,55.69,43.51,56.3045,13.665,41.199,46.53,42.43,93.2001,26.55,56.52,84.3,59.09,58.34,36.931,61.835,26.68166667,61.565,57.514,4.3444,31.967,66,20.61,47.01,70.181,91.55,233.86,69.64,44.75,30.795,97.66,79.46,46.2511,30.635,51.14,38.77,4749.304
35.33,105.3125,97.67,63.73,89.05,59.45,50.31,133.18,26.24,174.02,768.4,40.08,162.12,45,162.2902,304.56,34.82,114.2492,62.185,67.4,167.64,30.595,28.11,43.25,57.76,25.005,53.815,96.98,76.52,31.1611,76.26,117.4368,42.4,124.16,27.185,26.61,80.69,803.6425,34.615,21.94,86.04,31.94,31,90.6468,70.87,32.97,55.7,43.51,56.305,13.64,41.196,46.55,42.44,93.37,26.56,56.516,84.28,59.08,58.31,36.93,61.825,26.68333333,61.5636,57.5312,4.34,31.951,66.01,20.615,47.01,70.2155,91.55,233.98,69.68,44.75,30.79,97.7,79.47,46.31,30.61,51.14,38.77,4749.314
35.32,105.315,97.635,63.76,89.0337,59.43,50.28,133.245,26.245,173.94,768.495,40.1,162.19,44.99,162.28,304.38,34.815,114.18,62.18,67.4,167.62,30.595,28.1,43.26,57.78,25.005,53.8,96.96,76.51,31.15,76.24,117.38,42.38,124.17,27.185,26.61,80.6564,803.68,34.615,21.97,86.025,31.9419,31,90.68,70.87,32.96,55.71,43.515,56.3,13.64,41.17,46.55,42.43,93.4173,26.555,56.53,84.32,59.0799,58.289,36.93,61.8235,26.685,61.5475,57.54,4.345,31.95,66.0219,20.62,47.015,70.25,91.548,233.78,69.71,44.69,30.795,97.649,79.465,46.3,30.59,51.145,38.76,4749.185
35.325,105.32,97.6,63.715,89.03,59.42,50.29,133.245,26.245,173.966,768.31,40.085,162.08,45.011,162.195,304.4916,34.815,114.19,62.15,67.405,167.589,30.6,28.095,43.25,57.77,24.995,53.8,96.95,76.4775,31.165,76.221,117.41,42.38,124.0882,27.18,26.605,80.655,803.161,34.615,21.962,86.015,31.9438,31.01,90.65,70.89,32.97,55.695,43.51,56.2602,13.645,41.125,46.5625,42.45,93.35,26.56,56.5,84.27,59.05,58.26,36.92,61.8224,26.685,61.52,57.54,4.345,31.915,66.02,20.62,47.015,70.2,91.5,233.82,69.67,44.7,30.805,97.61,79.45,46.25,30.555,51.135,38.75,4748.351
35.28,105.305,97.57,63.68,88.99,59.36,50.26,133.2,26.225,173.8,767.82,40.07,161.96,44.975,162.32,304.2,34.815,114.05,62.13,67.41,167.565,30.6,28.1,43.26,57.74,24.995,53.81,96.95,76.47,31.14,76.19,117.33,42.35,124.06,27.175,26.6,80.595,802.5,34.6,21.96,86.01,31.92,31,90.63,70.87,32.955,55.67,43.505,56.241,13.635,41.1,46.52,42.44,93.3635,26.56,56.47,84.187,59.02,58.21,36.93,61.785,26.67,61.5,57.52,4.34,31.88,65.96,20.615,47.05,70.1,91.44,233.43,69.64,44.67,30.8016,97.48,79.42,46.26,30.57,51.11,38.75,4746.462
35.285,105.3041,97.57,63.66,89.005,59.37,50.27,133.23,26.23,173.882,767.89,40.07,162.04,44.99,162.32,304.35,34.815,114.13,62.13,67.44,167.57,30.605,28.1,43.26,57.769,25.02,53.81,96.96,76.5,31.155,76.18,117.4,42.37,124.14,27.1825,26.62,80.62,802.97,34.62,21.96,86.045,31.93,31,90.66,70.92,32.955,55.67,43.52,56.255,13.635,41.11,46.53,42.44,93.3001,26.54,56.4984,84.13,59.025,58.26,36.935,61.825,26.665,61.52,57.535,4.34,31.865,65.97,20.61,47.043,70.12,91.43,233.6,69.66,44.69,30.81,97.49,79.44,46.27,30.62,51.121,38.78,4747.45
35.3,105.305,97.67,63.71,89.05,59.38,50.3,133.265,26.24,173.89,768.15,40.1,161.97,44.99,162.32,304.54,34.85,114.155,62.165,67.465,167.63,30.61,28.09,43.27,57.79,25.015,53.8,96.955,76.49,31.16,76.24,117.43,42.365,124.218,27.19,26.63,80.65,803.19,34.61,21.98,86.04,31.94,31,90.65,70.85,32.96,55.69,43.53,56.275,13.63,41.09,46.52,42.45,93.245,26.545,56.49,84.1,59.06,58.27,36.93,61.8242,26.665,61.54,57.545,4.345,31.86,65.97,20.61,47.05,70.13,91.46,233.23,69.66,44.685,30.82,97.53,79.47,46.315,30.62,51.13,38.8,4748.673
35.28,105.325,97.645,63.72,89.07,59.39,50.3,133.34,26.24,173.94,768.32,40.1,162,44.98,162.36,304.59,34.85,114.19,62.18,67.481,167.7,30.605,28.08,43.24,57.784,24.995,53.8,96.98,76.49,31.1689,76.24,117.42,42.375,124.249,27.19,26.625,80.67,803.745,34.595,21.98,86.06,31.945,31.01,90.65,70.84,32.97,55.69,43.53,56.28,13.625,41.09,46.53,42.44,93.17,26.555,56.5,84.09,59.06,58.28,36.94,61.8301,26.66,61.55,57.55,4.35,31.94,65.98,20.61,47.105,70.17,91.47,233.12,69.665,44.67,30.825,97.57,79.49,46.28,30.6262,51.145,38.82,4749.37
35.26,105.306,97.61,63.72,89.04,59.4,50.3125,133.31,26.2363,173.86,768.06,40.07,162.01,44.99,162.33,304.76,34.845,114.16,62.1536,67.47,167.7,30.605,28.07,43.21,57.7668,24.97,53.79,96.97,76.46,31.18,76.235,117.32,42.37,124.2,27.19,26.63,80.62,803.83,34.59,21.97,86.02,31.96,31.01,90.65,70.8,32.965,55.68,43.52,56.25,13.635,41.07,46.52,42.44,93.1205,26.59,56.5,84.11,59.05,58.28,36.935,61.84,26.665,61.56,57.54,4.35,31.924,65.97,20.615,47.125,70.135,91.42,233.12,69.67,44.65,30.825,97.52,79.49,46.2005,30.6,51.14,38.81,4748.586
35.245,105.2935,97.57,63.77,89.0436,59.37,50.285,133.325,26.23,173.88,768.12,40.07,162,44.995,162.23,304.7,34.845,114.145,62.17,67.469,167.68,30.6034,28.1,43.195,57.76,24.96,53.81,97.03,76.46,31.185,76.24,117.2994,42.37,124.21,27.185,26.625,80.6,803.66,34.595,21.97,86.03,31.96,31,90.67,70.83,32.9625,55.69,43.52,56.256,13.635,41.08,46.44,42.45,93.151,26.59,56.4952,84.0686,59.045,58.27,36.94,61.85,26.655,61.54,57.54,4.35,31.94,65.97,20.6,47.095,70.14,91.38,232.9725,69.675,44.645,30.82,97.47,79.46,46.27,30.585,51.15,38.82,4748.268
35.241,105.28,97.56,63.78,89.03,59.38,50.28,133.39,26.24,173.95,768.115,40.06,162.04,44.98,162.17,304.6975,34.845,114.14,62.17,67.48,167.67,30.6,28.1,43.19,57.76,24.95,53.81,97.01,76.45,31.185,76.24,117.28,42.37,124.22,27.185,26.625,80.6,803.43,34.595,21.98,85.9816,31.97,31.01,90.67,70.83,32.96,55.71,43.495,56.26,13.64,41.12,46.43,42.45,93.18,26.62,56.55,84.05,59.04,58.24,36.93,61.87,26.655,61.52,57.55,4.35,31.945,65.96,20.605,47.055,70.12,91.38,232.76,69.67,44.645,30.819,97.44,79.46,46.225,30.61,51.16,38.83,4748.243
35.29,105.29,97.58,63.79,89.01,59.39,50.29,133.43,26.24,173.975,768.548,40.08,162.03,45,162.08,304.64,34.845,114.215,62.14,67.475,167.66,30.6,28.11,43.18,57.765,24.97,53.82,96.98,76.44,31.185,76.26,117.3,42.38,124.21,27.19,26.62,80.61,803.29,34.6,21.97,85.96,31.99,31.03,90.6615,70.89,32.971,55.72,43.5,56.26,13.65,41.14,46.44,42.45,93.15,26.62,56.575,84.1599,59.03,58.27,36.93,61.8842,26.655,61.525,57.5338,4.3499,31.95,66,20.59,47.075,70.11,91.4,232.8075,69.675,44.67,30.825,97.49,79.41,46.24,30.5682,51.17,38.82,4748.485
35.26,105.265,97.55,63.79,89.0014,59.35,50.29,133.53,26.245,173.96,768.6505,40.08,162.07,45,161.97,304.64,34.845,114.26,62.15,67.46,167.66,30.6077,28.105,43.17,57.76,24.96,53.81,97,76.42,31.185,76.24,117.32,42.365,124.22,27.18,26.615,80.6,803.19,34.6,21.975,85.96,31.975,31.02,90.67075,70.87,32.955,55.73,43.505,56.25,13.65,41.15,46.43,42.45,93.24,26.62,56.5984,84.1282,59.025,58.26,36.93,61.885,26.65,61.54,57.505,4.345,31.96,66.0115,20.591,47.06,70.09,91.38,232.54,69.67,44.68,30.815,97.51,79.4,46.22,30.58,51.17,38.85,4748.036
35.265,105.2735,97.55,63.82,89.02,59.34,50.3,133.59,26.25,173.94,768.7,40.07,162.09,44.99,161.81,304.5751,34.85,114.228,62.14,67.465,167.63,30.61,28.105,43.2298,57.76,24.94,53.815,97,76.44,31.185,76.25,117.33,42.365,124.195,27.17,26.615,80.5957,803.32,34.605,21.9862,85.96,31.98,31.03,90.68,70.9,32.97,55.725,43.519,56.255,13.65,41.16,46.41,42.45,93.242,26.655,56.58,84.1415,59.03,58.28,36.935,61.8801,26.645,61.54,57.514,4.34,31.96,66.01,20.59,47.04,70.1,91.42,232.44,69.67,44.68,30.815,97.49,79.395,46.235,30.581,51.185,38.855,4748.07
35.2635,105.26,97.53,63.8,89.03,59.33,50.28,133.675,26.24,173.92,768.565,40.08,162.035,44.98,161.97,304.48,34.85,114.19,62.14,67.47,167.61,30.61,28.1,43.24,57.78,24.935,53.809,96.99,76.48,31.185,76.255,117.285,42.3675,124.1699,27.17,26.61,80.57,803.03,34.6,21.985,86.005,31.98,31.03,90.63,70.89,32.96,55.69,43.52,56.24,13.645,41.17,46.42,42.46,93.1862,26.67,56.58,84.1,59.04,58.24,36.93,61.86,26.6457,61.5436,57.53,4.345,31.98,65.99,20.58,47.04,70.09,91.38,232.2978,69.665,44.665,30.815,97.43,79.39,46.2101,30.6,51.175,38.86,4747.798
35.24,105.21,97.51,63.72,89.02,59.31,50.26,133.55,26.235,173.85,768.27,40.07,162.04,45.01,161.99,304.42,34.84,114.155,62.125,67.43,167.63,30.61,28.11,43.245,57.755,24.911,53.78,96.98,76.44,31.175,76.246,117.28,42.36,124.09,27.17,26.6,80.56,803.09,34.585,21.99,86,31.98,31.01,90.62,70.89,32.96,55.66,43.51,56.2134,13.65,41.165,46.41,42.45,93.22,26.66,56.5663,84.035,59.02,58.24,36.93,61.834,26.63,61.55,57.505,4.335,31.97,65.969,20.59,47.02,70.1,91.4,232.2668,69.65,44.6375,30.825,97.43,79.365,46.2,30.57,51.16,38.86,4746.144
35.27,105.22,97.53,63.725,89.03,59.28,50.305,133.525,26.24,173.92,768.49,40.085,162.1,45.03,162.01,304.4947,34.845,114.16,62.13,67.44,167.66,30.62,28.1099,43.23,57.78,24.935,53.8,96.96,76.45,31.1899,76.27,117.36,42.365,124.15,27.165,26.6085,80.585,802.9,34.58,21.99,86.0127,31.98,31.02,90.63,70.93,32.97,55.69,43.5185,56.225,13.65,41.16,46.4375,42.45,93.29,26.67,56.615,84.11,59.0362,58.26,36.9314,61.85,26.65,61.58,57.52,4.34,31.975,65.97,20.6,47.025,70.17,91.42,232.4406,69.655,44.66,30.827,97.43,79.34,46.23,30.59,51.155,38.86,4747.013
35.27,105.195,97.52,63.705,89.02,59.27,50.3,133.34,26.235,173.92,768.27,40.09,162.06,45,162.05,304.43,34.84,114.015,62.13,67.445,167.6269,30.62,28.09,43.22,57.78,24.93,53.77,96.94,76.46,31.18,76.27,117.33,42.33,124.14,27.16,26.61,80.52,803.075,34.585,21.995,85.98,31.99,31.03,90.62,70.93,32.96,55.675,43.5,56.249,13.65,41.17,46.45,42.45,93.22,26.67,56.595,84.09,59.03,58.23,36.93,61.825,26.6475,61.57,57.51,4.335,31.99,65.97,20.59,47.02,70.15,91.42,232.3001,69.645,44.64,30.8109,97.35,79.315,46.23,30.585,51.151,38.86,4746.328
35.26,105.18,97.57,63.7,89.025,59.29,50.34,133.4,26.2301,173.95,768.3768,40.0967,162.1,44.99,162.04,304.14,34.84,114.02,62.13,67.45,167.66,30.625,28.09,43.22,57.79,24.935,53.8,96.97,76.48,31.175,76.27,117.38,42.335,124.14,27.165,26.6,80.51,803.47,34.58,21.99,85.95,31.985,31.02,90.6328,70.94,32.95,55.695,43.5052,56.26,13.65,41.1801,46.44,42.45,93.27,26.68,56.59,84.06,59.03,58.22,36.94,61.86,26.645,61.58,57.505,4.335,32,65.95,20.59,47.04,70.22,91.41,232.48,69.65,44.64,30.81,97.34,79.305,46.265,30.58,51.16,38.86,4747.015
35.32,105.2407,97.64,63.73,89.05,59.3,50.38,133.43,26.245,174.0132,768.6495,40.08,162.18,45.0007,162.31,304,34.84,114,62.19,67.46,167.668,30.635,28.11,43.22,57.82,24.94,53.77,96.97,76.46,31.19,76.26,117.41,42.35,124.238,27.17,26.605,80.57,804.13,34.5931,22.005,85.945,31.98,31,90.6,70.97,32.95,55.7,43.51,56.28,13.655,41.19,46.475,42.45,93.27,26.67,56.63,84.11,59.07,58.28,36.97,61.905,26.645,61.6,57.5401,4.34,32.0242,66.03,20.59,47.03,70.29,91.45,232.62,69.68,44.64,30.82,97.43,79.285,46.25,30.595,51.18,38.89,4748.835
35.3352,105.25,97.62,63.72,89.0489,59.3,50.32,133.345,26.2342,173.94,768.3625,40.065,162.17,44.99,162.19,304.08,34.84,114.01,62.21,67.435,167.71,30.621,28.12,43.22,57.81,24.92,53.75,96.94,76.45,31.19,76.28,117.4,42.345,124.2065,27.16,26.595,80.5999,803.9,34.59,22,85.935,31.97,31,90.6,70.95,32.94,55.7,43.51,56.275,13.66,41.18,46.46,42.45,93.2078,26.66,56.6436,84.084,59.045,58.31,36.95,61.903,26.65,61.58,57.515,4.34,32,66.02,20.595,47.0258,70.21,91.42,232.624,69.7099,44.62,30.81,97.41,79.275,46.235,30.58,51.175,38.89,4748.355
35.31,105.215,97.58,63.7,89.03,59.265,50.29,133.355,26.23,173.93,768.24,40.05,162.09,44.98,162.2299,304.03,34.825,114.015,62.21,67.41,167.64,30.61,28.11,43.18,57.8,24.9,53.67,96.88,76.44,31.175,76.2697,117.4,42.34,124.19,27.17,26.615,80.59,803.285,34.58,22.005,85.8875,31.97,31.0099,90.56,70.94,32.94,55.7,43.485,56.245,13.635,41.15,46.46,42.45,93.15,26.65,56.63,83.97,59.02,58.28,36.93,61.91,26.635,61.56,57.49,4.335,32.02,65.97,20.585,47.02,70.185,91.38,232.46,69.7,44.59,30.8,97.44,79.25,46.214,30.555,51.16,38.875,4746.922
35.3,105.221,97.51,63.69,89.02,59.26,50.28,133.41,26.24,173.9125,768.26,40.03,162.12,44.98,162.275,304.079,34.815,114.025,62.19,67.39,167.58,30.61,28.115,43.18,57.8,24.89,53.64,96.871,76.44,31.17,76.23,117.4,42.35,124.15,27.17,26.615,80.59,803.65,34.58,22.0036,85.87,31.97,31,90.53,70.94,32.92,55.69,43.5,56.25,13.62,41.15,46.4562,42.44,93.16,26.65,56.62,83.93,59.05,58.3,36.925,61.915,26.64,61.54,57.49,4.3397,32.005,65.99,20.585,47.01,70.22,91.37,232.42,69.69,44.61,30.805,97.44,79.27,46.225,30.55,51.15,38.88,4746.874
35.29,105.22,97.49,63.66,89.02,59.27,50.27,133.245,26.23,173.87,768.01,40.03,162.15,44.99,162.2809,304.01,34.805,114.05,62.18,67.38,167.59,30.61,28.105,43.18,57.79,24.93,53.6,96.85,76.44,31.17,76.22,117.37,42.335,124.16,27.165,26.605,80.56,803.37,34.567,22.03,85.855,31.97,31.01,90.47,70.93,32.915,55.67,43.495,56.23,13.63,41.15,46.46,42.445,93.15,26.66,56.59,83.88,59.04,58.3,36.95,61.89,26.62,61.52,57.4701,4.34,32.01,65.98,20.585,47.02,70.22,91.365,232,69.68,44.6,30.79,97.43,79.26,46.19,30.54,51.145,38.85,4745.871
35.28,105.19,97.51,63.67,88.98,59.26,50.25,133.28,26.225,173.84,767.39,40.03,162.12,44.99,162.23,303.85,34.8,114.05,62.195,67.38,167.545,30.6,28.11,43.16,57.795,24.91,53.57,96.85,76.45,31.17,76.22,117.3,42.34,124.15,27.15,26.59,80.51,803.689,34.58,22.02,85.865,31.95,30.995,90.49,70.89,32.9,55.66,43.495,56.26,13.62,41.15,46.455,42.44,93.15,26.66,56.58,83.89,59.02,58.29,36.955,61.9,26.615,61.51,57.49,4.345,32.04,65.96,20.57,47.025,70.19,91.37,231.76,69.685,44.6,30.7999,97.31,79.28,46.194,30.55,51.13,38.855,4745.522
35.291,105.17,97.54,63.69,88.966,59.24,50.25,133.22,26.24,173.91,767.6,40.07,162.23,44.985,162.28,303.85,34.79,114.05,62.21,67.405,167.64,30.63,28.11,43.15,57.82,24.915,53.53,96.89,76.4377,31.18,76.22,117.29,42.35,124.15,27.155,26.595,80.5664,803.71,34.58,22.025,85.8931,31.96,31,90.4928,70.88,32.9033,55.65,43.505,56.27,13.629,41.15,46.46,42.45,93.146,26.6566,56.57,83.85,59.03,58.3,36.97,61.89,26.615,61.512,57.505,4.34,32.04,65.96,20.589,47.0238,70.22,91.375,231.8797,69.685,44.6,30.795,97.34,79.36,46.18,30.5515,51.1449,38.85,4746.269
35.34,105.1961,97.51,63.695,88.97,59.25,50.255,133.195,26.23,173.96,768.245,40.06,162.23,45,162.31,303.9333,34.805,114.06,62.21,67.41,167.68,30.639,28.115,43.16,57.83,24.9,53.54,96.93,76.43,31.175,76.2,117.29,42.37,124.199,27.155,26.6,80.58,803.84,34.5863,22.02,85.9175,31.96,30.99,90.48,70.94,32.9,55.66,43.519,56.28,13.62,41.15,46.48,42.46,93.15,26.65,56.57,83.89,59.05,58.36,36.98,61.89,26.615,61.535,57.525,4.3366,32.04,65.96,20.6,47.015,70.25,91.42,231.86,69.695,44.625,30.799,97.37,79.37,46.185,30.58,51.15,38.87,4747.12
35.35,105.2037,97.54,63.7,89,59.26,50.25,133.16,26.24,173.9636,767.87,40.08,162.244,45.03,162.505,303.95,34.805,114.07,62.25,67.455,167.7496,30.645,28.12,43.16,57.86,24.93,53.55,96.94,76.47,31.185,76.19,117.29,42.37,124.23,27.175,26.6101,80.6,804,34.59,22.04,85.925,31.97,31.012,90.5,70.98,32.885,55.67,43.53,56.31,13.6262,41.16,46.49,42.46,93.194,26.655,56.58,83.93,59.08,58.39,36.96,61.86,26.63,61.57,57.53,4.345,32.04,65.98,20.595,47.01,70.27,91.479,232.16,69.695,44.68,30.799,97.345,79.4,46.13,30.575,51.16,38.88,4748.104
35.34,105.2,97.54,63.7,88.992,59.25,50.24,133.02,26.245,173.95,767.8,40.08,162.36,45.01,162.48,303.83,34.805,114.08,62.24,67.42,167.76,30.645,28.13,43.17,57.84,24.92,53.54,96.915,76.461,31.185,76.2,117.28,42.37,124.17,27.175,26.615,80.58,804.07,34.6,22.035,85.92,31.96,31.01,90.54,70.95,32.885,55.7,43.53,56.31,13.63,41.17,46.53,42.46,93.204,26.665,56.58,84.03,59.0702,58.39,36.95,61.88,26.625,61.55,57.529,4.35,32.04,66.03,20.595,47.01,70.24,91.46,231.95,69.705,44.7,30.795,97.26,79.39,46.06,30.58,51.175,38.86,4747.948
